"FullName","Length","LastWriteTime","Attributes"
"C:\tac-portal\pages\Dashboard.tsx","2981","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\pages\DevUIKit.tsx","15527","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\pages\Exceptions.tsx","11140","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\Finance.tsx","24641","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\Inventory.tsx","8357","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\pages\Landing.tsx","1305","1/18/2026 8:56:58 AM","Archive"
"C:\tac-portal\pages\Management.tsx","12139","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\pages\Manifests.tsx","6738","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\Notifications.tsx","18004","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\pages\PrintLabel.tsx","8808","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\PublicTracking.tsx","11860","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\pages\Scanning.tsx","18212","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\Settings.tsx","8585","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\ShiftReport.tsx","18823","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\pages\Shipments.tsx","5924","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\pages\Tracking.tsx","9287","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\playwright-report\data",,"1/22/2026 6:25:22 AM","Directory"
"C:\tac-portal\playwright-report\index.html","572967","1/22/2026 6:25:22 AM","Archive"
"C:\tac-portal\playwright-report\data\4c0a5fab5699de76f54460b85e9b58cf349bb95e.png","112295","1/22/2026 6:25:22 AM","Archive"
"C:\tac-portal\playwright-report\data\685156000cf82be2efbb8954bdf6659d7e3ffb42.md","16940","1/22/2026 6:25:22 AM","Archive"
"C:\tac-portal\public\assets",,"1/18/2026 9:24:52 AM","Directory"
"C:\tac-portal\public\air-cargo.png","6669263","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\public\drone-illustration.png","462929","1/18/2026 2:52:02 AM","Archive"
"C:\tac-portal\public\express-air-cargo.png","11079190","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\public\express-pick-drop.png","6878154","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\public\express-surface-cargo.png","10482883","1/22/2026 6:01:07 AM","Archive"
"C:\tac-portal\public\network-illustration.png","647601","1/18/2026 2:51:49 AM","Archive"
"C:\tac-portal\public\pick-n-drop.png","8930017","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\public\plane-label.svg","1055","1/18/2026 6:37:14 AM","Archive"
"C:\tac-portal\public\surface-cargo.png","6949730","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\public\tac-hero-bg.jpeg","7778190","1/3/2026 7:14:27 AM","Archive"
"C:\tac-portal\public\truck-illustration.png","541780","1/18/2026 2:51:34 AM","Archive"
"C:\tac-portal\public\truck-label.svg","1218","1/18/2026 6:36:13 AM","Archive"
"C:\tac-portal\public\warehouse-illustration.png","565037","1/18/2026 2:51:20 AM","Archive"
"C:\tac-portal\public\assets\generated",,"1/18/2026 9:28:05 AM","Directory"
"C:\tac-portal\public\assets\generated\air-freight-cyber.png","643608","1/18/2026 9:25:10 AM","Archive"
"C:\tac-portal\public\assets\generated\eco-delivery-cyber.png","632270","1/18/2026 9:25:44 AM","Archive"
"C:\tac-portal\public\assets\generated\ground-logistics-cyber.png","673304","1/18/2026 9:26:03 AM","Archive"
"C:\tac-portal\public\assets\generated\secure-packaging-cyber.png","703912","1/18/2026 9:25:27 AM","Archive"
"C:\tac-portal\scripts\invoice-regression.mjs","3779","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\scripts\theme-audit.ps1","3076","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\scripts\theme-audit.sh","2563","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\store\auditStore.ts","2087","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\store\authStore.ts","12595","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\store\index.ts","1523","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\store\managementStore.ts","5275","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\store\noteStore.ts","6049","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\store\scanQueueStore.ts","8545","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\supabase\functions",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\supabase\migrations",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\supabase\functions\close-manifest",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\supabase\functions\send-email",,"1/21/2026 1:21:56 AM","Directory"
"C:\tac-portal\supabase\functions\deno.json","364","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\supabase\functions\close-manifest\index.ts","8269","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\supabase\functions\send-email\index.ts","3175","1/21/2026 1:21:56 AM","Archive"
"C:\tac-portal\supabase\migrations\002_rls_policies.sql","13600","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\supabase\migrations\003_hub_access_and_constraints.sql","8139","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\supabase\migrations\004_invoice_numbering.sql","2642","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\supabase\migrations\005_invoice_rls_and_audit.sql","4513","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\test-results\enterprise-stress-Performa-8f94b-oard-within-acceptable-time-firefox",,"1/22/2026 6:23:50 AM","Directory"
"C:\tac-portal\test-results\.last-run.json","96","1/22/2026 6:25:22 AM","Archive"
"C:\tac-portal\test-results\enterprise-stress-Performa-8f94b-oard-within-acceptable-time-firefox\error-context.md","16940","1/22/2026 6:23:50 AM","Archive"
"C:\tac-portal\test-results\enterprise-stress-Performa-8f94b-oard-within-acceptable-time-firefox\test-failed-1.png","112295","1/22/2026 6:23:48 AM","Archive"
"C:\tac-portal\tests\e2e",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\tests\unit",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\tests\README.md","5288","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\tests\setup-test-user.sql","3574","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\tests\e2e\auth.setup.ts","1109","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\tests\e2e\enterprise-stress.spec.ts","12998","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\e2e\manifest-workflow.spec.ts","2678","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\tests\e2e\scanning-idempotency.spec.ts","3993","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\e2e\shipment-workflow.spec.ts","2576","1/20/2026 1:53:14 AM","Archive"
"C:\tac-portal\tests\unit\components",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\tests\unit\hooks",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\tests\unit\lib",,"1/22/2026 8:51:56 AM","Directory"
"C:\tac-portal\tests\unit\store",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\tests\unit\setup.ts","1858","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\components\AppErrorBoundary.test.tsx","3176","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\hooks\useDebounce.test.ts","4526","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\auth.schema.test.ts","7335","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\invoiceCalculator.test.ts","7851","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\sanitize.test.ts","9094","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\tests\unit\lib\scanParser.test.ts","9585","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\shipment.schema.test.ts","8453","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\shipmentCreation.test.ts","15235","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\shipmentService.test.ts","4210","1/22/2026 8:51:56 AM","Archive"
"C:\tac-portal\tests\unit\lib\shipmentStatusTransition.test.ts","8192","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\lib\utils.test.ts","1495","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\tests\unit\store\authStore.test.ts","4271","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\testsprite_tests\standard_prd.json","11539","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC001_Role_based_authentication_success.py","5177","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC002_Role_based_authentication_failure.py","3644","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC003_Dashboard_real_time_KPI_and_activity_display.py","8032","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC004_Shipment_creation_with_AWB_generation.py","3836","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC005_Shipment_status_lifecycle_progression.py","8115","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC006_Manifest_creation_and_shipment_assignment.py","7692","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC007_Barcode_and_QR_code_scanning_offline_queue_and_synchronization.py","5804","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC008_Duplicate_barcode_scan_detection.py","4939","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC009_Invoice_creation_with_tax_and_discount_calculations.py","11680","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC011_Exception_handling_and_resolution_workflow.py","4678","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC012_Inventory_management_with_bin_location_and_aging_analysis.py","3936","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC013_Internal_and_public_shipment_tracking_event_history.py","4449","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC014_Admin_management_of_staff_roles_and_organizations.py","3572","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC015_Audit_log_viewing_and_export.py","12890","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC016_API_error_handling_and_retry_logic.py","3787","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC017_UI_consistency_for_loading_empty_and_error_states.py","3858","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC018_Accessibility_compliance_for_major_UI_components.py","3766","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\TC019_Real_time_data_update_and_resource_cleanup.py","5101","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\testsprite_frontend_test_plan.json","19296","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files",,"1/22/2026 6:01:08 AM","Directory"
"C:\tac-portal\testsprite_tests\tmp\code_summary.json","5848","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\config.json","1009","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\raw_report.md","44851","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\test_results.json","155441","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\API_REFERENCE.md","18035","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\CODEGEN_CODE_REVIEW_PROMPT.md","14131","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\CRUD-implementation.md","21163","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\CSS_COLOR_AUDIT.md","8970","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\DEVELOPMENT_GUIDE.md","13802","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\ENTERPRISE_PLATFORM_PRD.md","50059","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\FULL_CODEBASE_REVIEW.md","4220","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\PHASE_IMPLEMENTATION_STATUS.md","12484","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\PRODUCTION_ENHANCEMENT_PLAN.md","39565","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\Production-Level QA+Audit.md","11021","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\README.md","17131","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\SENTRY_IMPLEMENTATION.md","7272","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\SENTRY_MCP_SETUP.md","5847","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\SENTRY_MCP_VERIFICATION.md","4407","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\SETUP_GUIDE.md","4535","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\TAC-Cargo-Enhancement-PRD.md","9420","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\TAC-Cargo-Enhancement-tasks.md","171746","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\testsprite_tests\tmp\prd_files\TAC-Cargo-QA-Audit.tasks.md","92764","1/22/2026 6:01:08 AM","Archive"
"C:\tac-portal\types\domain.ts","11146","1/22/2026 8:51:56 AM","Archive"
